station,date,prcp,tobs
USC00517948,12/2/2014,0,75
USC00517948,12/3/2014,0.05,74
USC00517948,12/4/2014,0.15,77
USC00517948,12/5/2014,,76
USC00517948,12/8/2014,,77
USC00517948,12/9/2014,,75
USC00517948,12/10/2014,0,76
USC00517948,12/11/2014,0.06,75
USC00517948,12/15/2014,0.1,77
USC00517948,12/16/2014,,75
USC00517948,12/17/2014,,77
USC00517948,12/18/2014,,74
USC00517948,12/19/2014,,78
USC00517948,12/22/2014,0.04,77
USC00517948,12/23/2014,0.1,76
USC00517948,12/24/2014,0.02,69
USC00517948,12/26/2014,0,70
USC00517948,12/29/2014,,64
USC00517948,12/30/2014,0,75
USC00517948,1/2/2015,,62
USC00517948,1/5/2015,,59
USC00517948,1/6/2015,0,65
USC00517948,1/7/2015,0,70
USC00517948,1/8/2015,0,72
USC00517948,1/9/2015,0,70
USC00517948,1/12/2015,,70
USC00517948,1/13/2015,,72
USC00517948,1/14/2015,,72
USC00517948,1/15/2015,,74
USC00517948,1/16/2015,,70
USC00517948,1/20/2015,,69
USC00517948,1/21/2015,,66
USC00517948,1/22/2015,,70
USC00517948,1/23/2015,,69
USC00517948,1/26/2015,,71
USC00517948,1/27/2015,,70
USC00517948,1/28/2015,,72
USC00517948,1/29/2015,,74
USC00517948,1/30/2015,0,68
USC00517948,2/2/2015,,75
USC00517948,2/3/2015,0.03,75
USC00517948,2/4/2015,0.16,73
USC00517948,2/5/2015,,70
USC00517948,2/6/2015,,75
USC00517948,2/9/2015,,74
USC00517948,2/10/2015,0.1,76
USC00517948,2/11/2015,0,79
USC00517948,2/12/2015,0,78
USC00517948,2/13/2015,0,78
USC00517948,2/17/2015,,74
USC00517948,2/18/2015,,76
USC00517948,2/19/2015,,71
USC00517948,2/20/2015,,72
USC00517948,2/23/2015,,74
USC00517948,2/24/2015,0,71
USC00517948,2/25/2015,0,74
USC00517948,2/26/2015,0,72
USC00517948,3/2/2015,,72
USC00517948,3/3/2015,0,76
USC00517948,3/4/2015,0,73
USC00517948,3/5/2015,,68
USC00517948,3/6/2015,,72
USC00517948,3/9/2015,,69
USC00517948,3/10/2015,0,65
USC00517948,3/11/2015,0,66
USC00517948,3/12/2015,0,67
USC00517948,3/13/2015,0,65
USC00517948,3/23/2015,,77
USC00517948,3/24/2015,,72
USC00517948,3/25/2015,0,77
USC00517948,3/27/2015,0,74
USC00517948,3/30/2015,,79
USC00517948,3/31/2015,0.03,79
USC00517948,6/10/2015,0.04,78
USC00517948,6/12/2015,0,77
USC00517948,6/15/2015,,78
USC00517948,6/16/2015,0,79
USC00517948,6/17/2015,0.01,77
USC00517948,6/18/2015,0,79
USC00517948,6/19/2015,0,80
USC00517948,6/22/2015,,79
USC00517948,6/23/2015,0.04,78
USC00517948,6/24/2015,0.09,79
USC00517948,6/25/2015,,79
USC00517948,6/29/2015,,79
USC00517948,6/30/2015,,81
USC00517948,7/1/2015,,79
USC00517948,7/2/2015,0,81
USC00517948,7/6/2015,,80
USC00517948,7/7/2015,,75
USC00517948,7/8/2015,,83
USC00517948,7/9/2015,0.1,83
USC00517948,7/10/2015,,78
USC00517948,7/13/2015,,80
USC00517948,7/14/2015,0.05,80
USC00517948,7/15/2015,0.08,79
USC00517948,7/16/2015,0.05,80
USC00517948,7/30/2015,,83
USC00517948,7/31/2015,,83
USC00517948,8/3/2015,,83
USC00517948,8/4/2015,,80
USC00517948,8/5/2015,,81
USC00517948,8/6/2015,,77
USC00517948,8/7/2015,0.05,81
USC00517948,8/10/2015,0,80
USC00517948,8/11/2015,0,81
USC00517948,8/12/2015,0,81
USC00517948,8/13/2015,,79
USC00517948,8/14/2015,,81
USC00517948,8/17/2015,,82
USC00517948,8/18/2015,,80
USC00517948,8/19/2015,,81
USC00517948,8/20/2015,,81
USC00517948,8/24/2015,,74
USC00517948,8/25/2015,,81
USC00517948,8/26/2015,1.5,80
USC00517948,8/27/2015,,83
USC00517948,8/28/2015,,83
USC00517948,8/31/2015,,83
USC00517948,9/1/2015,0,82
USC00517948,9/2/2015,0,80
USC00517948,9/3/2015,0.16,76
USC00517948,9/4/2015,,80
USC00517948,9/8/2015,,81
USC00517948,9/9/2015,0,81
USC00517948,9/10/2015,0,83
USC00517948,9/11/2015,0.2,79
USC00517948,9/14/2015,,81
USC00517948,9/15/2015,,79
USC00517948,9/16/2015,0.22,81
USC00517948,9/17/2015,0,79
USC00517948,9/18/2015,0,79
USC00517948,9/21/2015,,80
USC00517948,9/22/2015,,82
USC00517948,9/23/2015,,82
USC00517948,9/24/2015,,80
USC00517948,9/25/2015,,78
USC00517948,9/28/2015,,78
USC00517948,9/29/2015,,80
USC00517948,9/30/2015,,77
USC00517948,10/1/2015,,76
USC00517948,10/2/2015,,75
USC00517948,10/12/2015,,76
USC00517948,10/13/2015,,77
USC00517948,10/14/2015,,75
USC00517948,10/15/2015,,76
USC00517948,10/16/2015,,77
USC00517948,10/19/2015,,79
USC00517948,10/20/2015,,77
USC00517948,10/21/2015,,79
USC00517948,10/22/2015,,79
USC00517948,10/23/2015,,75
USC00517948,10/26/2015,,77
USC00517948,10/27/2015,,79
USC00517948,10/28/2015,,76
USC00517948,10/29/2015,,77
USC00517948,10/30/2015,,78
USC00517948,11/2/2015,,81
USC00517948,11/3/2015,,80
USC00517948,11/4/2015,0.28,80
USC00517948,11/5/2015,0.04,78
USC00517948,11/6/2015,,70
USC00517948,11/12/2015,,70
USC00517948,11/13/2015,,79
USC00517948,11/16/2015,,76
USC00517948,11/17/2015,,75
USC00517948,11/18/2015,,76
USC00517948,11/19/2015,,76
USC00517948,11/20/2015,,76
USC00517948,11/23/2015,,74
USC00517948,11/24/2015,,74
USC00517948,11/25/2015,,76
USC00517948,11/27/2015,,76
USC00517948,11/30/2015,,76
USC00517948,12/1/2015,,69
USC00517948,12/2/2015,0.28,65
USC00517948,12/3/2015,,76
USC00517948,12/4/2015,,81
USC00517948,12/8/2015,,71
USC00517948,12/9/2015,,71
USC00517948,12/10/2015,,71
USC00517948,12/16/2015,,82
USC00517948,12/17/2015,,74
USC00517948,12/18/2015,0.11,75
USC00517948,12/24/2015,,77
USC00517948,12/27/2015,,74
USC00517948,12/28/2015,,68
USC00517948,1/4/2016,,76
USC00517948,1/20/2016,0,77
USC00517948,1/25/2016,,65
USC00517948,1/26/2016,,70
USC00517948,1/27/2016,,69
USC00517948,1/28/2016,,70
USC00517948,1/29/2016,,67
USC00517948,2/1/2016,,72
USC00517948,2/2/2016,,69
USC00517948,2/3/2016,,70
USC00517948,2/4/2016,,69
USC00517948,2/5/2016,,69
USC00517948,2/8/2016,,62
USC00517948,2/9/2016,,63
USC00517948,2/10/2016,0,64
USC00517948,2/11/2016,,67
USC00517948,2/12/2016,,69
USC00517948,2/16/2016,,72
USC00517948,2/17/2016,,74
USC00517948,2/18/2016,,73
USC00517948,2/19/2016,,72
USC00517948,2/20/2016,,71
USC00517948,2/23/2016,,68
USC00517948,2/24/2016,,68
USC00517948,2/25/2016,,68
USC00517948,2/26/2016,,68
USC00517948,2/27/2016,,69
USC00517948,3/1/2016,,70
USC00517948,3/2/2016,,67
USC00517948,3/3/2016,,70
USC00517948,3/4/2016,,69
USC00517948,3/7/2016,,70
USC00517948,3/8/2016,,78
USC00517948,3/9/2016,,67
USC00517948,3/10/2016,,71
USC00517948,3/11/2016,,72
USC00517948,3/14/2016,,70
USC00517948,3/15/2016,,70
USC00517948,3/16/2016,0,73
USC00517948,3/22/2016,,75
USC00517948,3/23/2016,,71
USC00517948,3/28/2016,,75
USC00517948,3/29/2016,,72
USC00517948,3/30/2016,,71
USC00517948,3/31/2016,,71
USC00517948,4/1/2016,0,71
USC00517948,4/4/2016,0,76
USC00517948,4/5/2016,0.04,78
USC00517948,4/6/2016,,72
USC00517948,4/7/2016,,72
USC00517948,4/8/2016,0,76
USC00517948,4/18/2016,,76
USC00517948,4/19/2016,,74
USC00517948,4/20/2016,,75
USC00517948,4/21/2016,,76
USC00517948,4/22/2016,,77
USC00517948,4/25/2016,,77
USC00517948,4/26/2016,,78
USC00517948,4/27/2016,,75
USC00517948,4/28/2016,,79
USC00517948,4/29/2016,,79
USC00517948,5/2/2016,,72
USC00517948,5/3/2016,0,78
USC00517948,5/4/2016,,77
USC00517948,5/5/2016,,76
USC00517948,5/6/2016,,75
USC00517948,5/9/2016,,74
USC00517948,5/10/2016,,76
USC00517948,5/11/2016,,76
USC00517948,5/12/2016,,75
USC00517948,5/13/2016,0.44,73
USC00517948,5/16/2016,,78
USC00517948,5/17/2016,,78
USC00517948,5/18/2016,,76
USC00517948,5/19/2016,,77
USC00517948,5/20/2016,,79
USC00517948,5/23/2016,,79
USC00517948,5/24/2016,,67
USC00517948,5/25/2016,,78
USC00517948,5/26/2016,,79
USC00517948,6/1/2016,,64
USC00517948,6/2/2016,,65
USC00517948,6/3/2016,,75
USC00517948,6/6/2016,,76
USC00517948,6/7/2016,,78
USC00517948,6/8/2016,,77
USC00517948,6/9/2016,,75
USC00517948,6/13/2016,,78
USC00517948,6/14/2016,,81
USC00517948,6/15/2016,0.02,78
USC00517948,6/16/2016,0.1,76
USC00517948,6/17/2016,0.38,73
USC00517948,6/20/2016,0.1,74
USC00517948,6/21/2016,,76
USC00517948,6/22/2016,,78
USC00517948,6/23/2016,,79
USC00517948,6/24/2016,,78
USC00517948,6/27/2016,,72
USC00517948,6/28/2016,,78
USC00517948,6/29/2016,,80
USC00517948,6/30/2016,,81
USC00517948,7/1/2016,,80
USC00517948,7/5/2016,,77
USC00517948,7/6/2016,,78
USC00517948,7/7/2016,,78
USC00517948,7/8/2016,,80
USC00517948,7/11/2016,,78
USC00517948,7/12/2016,,80
USC00517948,7/13/2016,,78
USC00517948,7/14/2016,,78
USC00517948,7/15/2016,,76
USC00517948,7/18/2016,,78
USC00517948,7/19/2016,0.5,79
USC00517948,7/20/2016,,78
USC00517948,7/21/2016,,78
USC00517948,7/25/2016,,81
USC00517948,7/26/2016,0.01,82
USC00517948,7/27/2016,,77
USC00517948,8/2/2016,0,77
USC00517948,8/3/2016,0.02,79
USC00517948,8/4/2016,0.13,81
USC00517948,8/5/2016,0.03,77
USC00517948,8/8/2016,,77
USC00517948,8/9/2016,,79
USC00517948,8/10/2016,,82
USC00517948,8/11/2016,,80
USC00517948,8/12/2016,,77
USC00517948,8/15/2016,,79
USC00517948,8/16/2016,0,81
USC00517948,8/17/2016,0,81
USC00517948,8/18/2016,0,81
USC00517948,8/22/2016,,79
USC00517948,8/23/2016,,80
USC00517948,8/24/2016,,78
USC00517948,8/25/2016,0,81
USC00517948,8/26/2016,0.04,81
USC00517948,8/29/2016,,80
USC00517948,8/30/2016,0.02,79
USC00517948,8/31/2016,,79
USC00517948,9/1/2016,,82
USC00517948,9/2/2016,,81
USC00517948,9/8/2016,,80
USC00517948,9/9/2016,,79
USC00517948,9/12/2016,,79
USC00517948,9/13/2016,,79
USC00517948,9/14/2016,,76
USC00517948,9/15/2016,,76
USC00517948,9/16/2016,0,79
USC00517948,9/19/2016,,79
USC00517948,9/20/2016,0,73
USC00517948,9/22/2016,0.06,76
USC00517948,9/23/2016,0,80
USC00517948,9/26/2016,,78
USC00517948,9/28/2016,0,79
USC00517948,9/29/2016,0.04,80
USC00517948,9/30/2016,,80
USC00517948,10/3/2016,,79
USC00517948,10/4/2016,,77
USC00517948,10/5/2016,,80
USC00517948,10/6/2016,0.07,79
USC00517948,10/7/2016,,78
USC00517948,10/11/2016,,79
USC00517948,10/13/2016,,80
USC00517948,10/17/2016,,80
USC00517948,10/18/2016,,80
USC00517948,10/19/2016,,80
USC00517948,10/20/2016,,78
USC00517948,10/21/2016,,76
USC00517948,10/24/2016,,76
USC00517948,10/25/2016,0.4,77
USC00517948,10/26/2016,0.2,73
USC00517948,10/27/2016,,77
USC00517948,10/28/2016,,76
USC00517948,10/31/2016,,75
USC00517948,11/4/2016,,77
USC00517948,11/7/2016,,75
USC00517948,11/9/2016,0,76
USC00517948,11/14/2016,0.02,79
USC00517948,11/15/2016,,77
USC00517948,11/16/2016,,77
USC00517948,11/17/2016,,77
USC00517948,11/18/2016,,75
USC00517948,11/21/2016,,73
USC00517948,11/22/2016,,76
USC00517948,11/23/2016,,77
USC00517948,11/28/2016,,76
USC00517948,11/29/2016,,74
USC00517948,11/30/2016,,75
USC00517948,12/1/2016,,72
USC00517948,12/2/2016,,70
USC00517948,12/5/2016,,68
USC00517948,12/6/2016,,74
USC00517948,12/7/2016,,71
USC00517948,12/8/2016,0.27,70
USC00517948,12/9/2016,,70
USC00517948,12/12/2016,0.02,70
USC00517948,12/13/2016,,68
USC00517948,12/14/2016,,68
USC00517948,12/15/2016,,68
USC00517948,12/16/2016,,66
USC00517948,12/19/2016,,71
USC00517948,12/20/2016,,76
USC00517948,12/21/2016,0.06,73
USC00517948,12/22/2016,,70
USC00517948,12/23/2016,,68
USC00517948,12/28/2016,,71
USC00517948,12/29/2016,,71
USC00517948,12/30/2016,,68
USC00517948,1/9/2017,,65
USC00517948,1/10/2017,,65
USC00517948,1/11/2017,,67
USC00517948,1/12/2017,,67
USC00517948,1/13/2017,,68
USC00517948,1/17/2017,0,70
USC00517948,1/18/2017,0,73
USC00517948,1/19/2017,,66
USC00517948,1/20/2017,,70
USC00517948,1/23/2017,,77
USC00517948,1/24/2017,,69
USC00517948,1/25/2017,,69
USC00517948,1/26/2017,0,70
USC00517948,1/27/2017,0,65
USC00517948,1/30/2017,0.05,68
USC00517948,1/31/2017,0,68
USC00517948,2/1/2017,0,62
USC00517948,2/2/2017,0,70
USC00517948,2/3/2017,0,72
USC00517948,2/6/2017,,76
USC00517948,2/7/2017,0,67
USC00517948,2/8/2017,0,64
USC00517948,2/9/2017,0,64
USC00517948,2/10/2017,0,64
USC00517948,2/13/2017,,77
USC00517948,2/14/2017,0,76
USC00517948,2/15/2017,,73
USC00517948,2/16/2017,,70
USC00517948,2/17/2017,0,69
USC00517948,2/21/2017,,71
USC00517948,2/22/2017,0.17,72
USC00517948,2/23/2017,0,72
USC00517948,2/24/2017,0,68
USC00517948,2/27/2017,,69
USC00517948,2/28/2017,,72
USC00517948,3/1/2017,2.4,66
USC00517948,3/2/2017,0.44,73
USC00517948,3/3/2017,0.14,70
USC00517948,3/6/2017,,67
USC00517948,3/7/2017,,67
USC00517948,3/8/2017,,67
USC00517948,3/9/2017,0,68
USC00517948,3/10/2017,0,68
USC00517948,3/13/2017,,69
USC00517948,3/14/2017,0.06,73
USC00517948,3/15/2017,0,75
USC00517948,3/16/2017,,71
USC00517948,3/17/2017,,72
USC00517948,3/28/2017,,73
USC00517948,3/29/2017,,74
USC00517948,3/30/2017,,77
USC00517948,3/31/2017,0,78
USC00517948,4/3/2017,,75
USC00517948,4/4/2017,0,75
USC00517948,4/5/2017,0,73
USC00517948,4/6/2017,0,73
USC00517948,4/7/2017,0,76
USC00517948,4/10/2017,,75
USC00517948,4/11/2017,,76
USC00517948,4/12/2017,,74
USC00517948,4/13/2017,,76
USC00517948,4/17/2017,,72
USC00517948,4/18/2017,0,75
USC00517948,4/19/2017,,76
USC00517948,4/20/2017,,75
USC00517948,4/21/2017,,74
USC00517948,4/24/2017,,78
USC00517948,4/25/2017,,78
USC00517948,4/27/2017,,78
USC00517948,4/28/2017,,76
USC00517948,6/2/2017,,79
USC00517948,6/5/2017,,78
USC00517948,6/6/2017,,80
USC00517948,6/7/2017,,80
USC00517948,6/8/2017,,78
USC00517948,6/9/2017,,80
USC00517948,6/13/2017,,81
USC00517948,6/14/2017,,78
USC00517948,6/15/2017,,77
USC00517948,6/16/2017,,78
USC00517948,6/19/2017,,78
USC00517948,6/20/2017,,77
USC00517948,6/21/2017,,76
USC00517948,6/22/2017,0,81
USC00517948,6/23/2017,0,76
USC00517948,6/26/2017,,82
USC00517948,6/27/2017,0,80
USC00517948,6/28/2017,0,80
USC00517948,6/29/2017,0,79
USC00517948,6/30/2017,0.12,74
USC00517948,7/3/2017,,87
USC00517948,7/5/2017,,80
USC00517948,7/6/2017,,79
USC00517948,7/7/2017,,79
USC00517948,7/10/2017,,78
USC00517948,7/11/2017,,81
USC00517948,7/12/2017,,80
USC00517948,7/13/2017,,81
USC00517948,7/18/2017,0,78
USC00517948,7/19/2017,0,81
USC00517948,7/20/2017,0,80
USC00517948,7/21/2017,0,81
USC00517948,7/25/2017,0,81
USC00517948,7/26/2017,,78
USC00517948,7/27/2017,,79
USC00517948,7/28/2017,0.01,80
USC00517948,7/31/2017,,81
USC00518838,1/1/2010,0.21,72
USC00518838,1/2/2010,0.02,73
USC00518838,1/3/2010,0,67
USC00518838,1/4/2010,0.01,76
USC00518838,1/5/2010,0.02,73
USC00518838,1/7/2010,,72
USC00518838,1/8/2010,0.03,73
USC00518838,1/9/2010,0.01,69
USC00518838,1/10/2010,0.01,70
USC00518838,1/11/2010,0.14,72
USC00518838,1/12/2010,0.02,60
USC00518838,1/13/2010,0.02,68
USC00518838,1/14/2010,0,67
USC00518838,1/18/2010,,70
USC00518838,1/19/2010,0,70
USC00518838,1/20/2010,0,68
USC00518838,1/25/2010,,72
USC00518838,1/26/2010,0.13,74
USC00518838,1/27/2010,0.21,70
USC00518838,1/28/2010,0.01,70
USC00518838,2/2/2010,,66
USC00518838,2/3/2010,0.87,65
USC00518838,2/4/2010,0.01,66
USC00518838,2/5/2010,0.01,59
USC00518838,2/6/2010,0.02,73
USC00518838,2/7/2010,0.01,62
USC00518838,2/9/2010,0,70
USC00518838,2/10/2010,0,74
USC00518838,2/12/2010,,64
USC00518838,2/13/2010,0.06,67
USC00518838,2/14/2010,0.01,67
USC00518838,2/15/2010,0,70
USC00518838,2/16/2010,0,71
USC00518838,2/17/2010,0.01,65
USC00518838,2/19/2010,,63
USC00518838,2/20/2010,0.1,70
USC00518838,2/21/2010,0.01,68
USC00518838,2/23/2010,,72
USC00518838,2/24/2010,0.01,72
USC00518838,2/25/2010,0.02,72
USC00518838,3/1/2010,,67
USC00518838,3/2/2010,0,69
USC00518838,3/5/2010,,63
USC00518838,3/6/2010,1.08,63
USC00518838,3/7/2010,0.17,67
USC00518838,3/8/2010,0.64,66
USC00518838,3/9/2010,0.23,67
USC00518838,3/11/2010,,68
USC00518838,3/12/2010,0.04,69
USC00518838,3/13/2010,0.03,62
USC00518838,3/14/2010,0.02,62
USC00518838,3/15/2010,0.13,65
USC00518838,3/16/2010,0.46,63
USC00518838,3/19/2010,,62
USC00518838,3/21/2010,,61
USC00518838,3/24/2010,,73
USC00518838,3/28/2010,,69
USC00518838,3/29/2010,0.13,69
USC00518838,3/30/2010,0.04,69
USC00518838,4/2/2010,,65
USC00518838,4/3/2010,0.53,67
USC00518838,4/4/2010,0.87,66
USC00518838,4/5/2010,1.8,67
USC00518838,4/6/2010,0.3,70
USC00518838,4/7/2010,2.12,72
USC00518838,4/8/2010,0.47,74
USC00518838,4/9/2010,0.8,71
USC00518838,4/11/2010,,67
USC00518838,4/13/2010,,70
USC00518838,4/14/2010,0.03,67
USC00518838,4/16/2010,,62
USC00518838,4/17/2010,0.01,65
USC00518838,4/18/2010,0.2,70
USC00518838,4/21/2010,,70
USC00518838,4/22/2010,0.54,72
USC00518838,4/23/2010,0.1,67
USC00518838,4/24/2010,0.01,69
USC00518838,4/25/2010,0.01,74
USC00518838,4/26/2010,0,73
USC00518838,4/28/2010,,73
USC00518838,4/30/2010,,67
USC00518838,5/1/2010,0.29,69
USC00518838,5/2/2010,0,71
USC00518838,5/3/2010,0.87,67
USC00518838,5/4/2010,0.04,69
USC00518838,5/5/2010,0.03,71
USC00518838,5/8/2010,,67
USC00518838,5/9/2010,0.25,72
USC00518838,5/10/2010,0.06,72
USC00518838,5/11/2010,0.07,73
USC00518838,5/12/2010,0.06,79
USC00518838,5/13/2010,0.04,78
USC00518838,5/14/2010,0.02,75
USC00518838,5/16/2010,0,77
USC00518838,5/17/2010,0.03,79
USC00518838,5/19/2010,,77
USC00518838,5/20/2010,0.56,71
USC00518838,5/21/2010,0.45,70
USC00518838,5/22/2010,0.04,74
USC00518838,5/23/2010,0.6,70
USC00518838,5/24/2010,0.15,71
USC00518838,5/25/2010,0.04,73
USC00518838,5/26/2010,0.02,73
USC00518838,6/1/2010,,69
USC00518838,6/2/2010,0.03,70
USC00518838,6/3/2010,0,67
USC00518838,6/4/2010,0,70
USC00518838,6/5/2010,0,73
USC00518838,6/6/2010,0,73
USC00518838,6/9/2010,,72
USC00518838,6/10/2010,0,72
USC00518838,6/11/2010,0,77
USC00518838,6/12/2010,0,70
USC00518838,6/13/2010,0.01,78
USC00518838,6/15/2010,,73
USC00518838,6/17/2010,0,75
USC00518838,6/18/2010,0.3,70
USC00518838,6/19/2010,0.02,74
USC00518838,6/20/2010,0.03,77
USC00518838,6/22/2010,,69
USC00518838,6/23/2010,0.11,73
USC00518838,6/24/2010,0.28,73
USC00518838,6/25/2010,0.3,74
USC00518838,6/28/2010,,73
USC00518838,6/29/2010,0.1,72
USC00518838,6/30/2010,0.04,75
USC00518838,7/1/2010,0.09,73
USC00518838,7/2/2010,0.2,70
USC00518838,7/3/2010,0.84,73
USC00518838,7/4/2010,0.09,76
USC00518838,7/5/2010,0.03,75
USC00518838,7/6/2010,0.41,71
USC00518838,7/7/2010,0.11,73
USC00518838,7/9/2010,,74
USC00518838,7/10/2010,0.44,71
USC00518838,7/11/2010,0.01,72
USC00518838,7/13/2010,,75
USC00518838,7/15/2010,,76
USC00518838,7/16/2010,0.04,73
USC00518838,7/27/2010,,78
USC00518838,7/28/2010,0.01,80
USC00518838,8/2/2010,,76
USC00518838,8/3/2010,0.01,73
USC00518838,8/4/2010,0.25,72
USC00518838,8/5/2010,0.36,73
USC00518838,8/6/2010,0.03,74
USC00518838,8/7/2010,0.06,74
USC00518838,8/9/2010,,72
USC00518838,8/10/2010,0.03,73
USC00518838,8/11/2010,0.12,72
USC00518838,8/13/2010,,74
USC00518838,8/17/2010,,75
USC00518838,8/18/2010,0.02,79
USC00518838,8/19/2010,0.01,76
USC00518838,8/20/2010,0,76
USC00518838,8/23/2010,,76
USC00518838,8/25/2010,,74
USC00518838,8/26/2010,0.12,72
USC00518838,8/28/2010,,76
USC00518838,8/29/2010,0.38,74
USC00518838,8/30/2010,0.25,75
USC00518838,8/31/2010,0.12,74
USC00518838,9/1/2010,0.03,77
USC00518838,9/3/2010,,78
USC00518838,9/4/2010,0.04,73
USC00518838,9/5/2010,0.02,78
USC00518838,9/6/2010,0,76
USC00518838,9/7/2010,0.04,76
USC00518838,9/9/2010,,77
USC00518838,9/10/2010,0.02,76
USC00518838,9/12/2010,,78
USC00518838,9/13/2010,0.02,76
USC00518838,9/14/2010,0,79
USC00518838,9/15/2010,0,75
USC00518838,9/16/2010,0.01,75
USC00518838,9/17/2010,0,77
USC00518838,9/18/2010,0.03,78
USC00518838,9/21/2010,,77
USC00518838,9/22/2010,0.11,74
USC00518838,9/23/2010,0.05,74
USC00518838,9/24/2010,0,77
USC00518838,9/26/2010,,76
USC00518838,9/27/2010,0,83
USC00518838,9/28/2010,0,77
USC00518838,9/30/2010,,69
USC00518838,10/1/2010,0.25,71
USC00518838,10/2/2010,0.02,78
USC00518838,10/3/2010,0.03,70
USC00518838,10/4/2010,0.53,77
USC00518838,10/5/2010,0.02,71
USC00518838,10/6/2010,0.01,79
USC00518838,10/7/2010,0.03,77
USC00518838,10/8/2010,0.01,74
USC00518838,10/14/2010,,77
USC00518838,10/17/2010,,81
USC00518838,10/20/2010,,78
USC00518838,10/22/2010,,77
USC00518838,10/24/2010,,76
USC00518838,10/25/2010,0,77
USC00518838,10/26/2010,1.1,73
USC00518838,10/27/2010,0.4,75
USC00518838,10/28/2010,0.38,73
USC00518838,10/29/2010,0.1,71
USC00518838,10/30/2010,0.07,77
USC00518838,10/31/2010,0,76
USC00518838,11/1/2010,0.21,72
USC00518838,11/2/2010,0.03,77
USC00518838,11/3/2010,0.25,70
USC00518838,11/4/2010,0.12,72
USC00518838,11/5/2010,0.08,73
USC00518838,11/10/2010,,75
USC00518838,11/12/2010,,74
USC00518838,11/15/2010,,74
USC00518838,11/16/2010,0.08,76
USC00518838,11/18/2010,0,75
USC00518838,11/19/2010,0.35,72
USC00518838,11/22/2010,,78
USC00518838,11/23/2010,0.07,77
USC00518838,11/24/2010,0.16,76
USC00518838,11/29/2010,,75
USC00518838,12/2/2010,,71
USC00518838,12/3/2010,0.78,70
USC00518838,12/5/2010,,73
USC00518838,12/6/2010,0.02,78
USC00518838,12/7/2010,0.02,76
USC00518838,12/8/2010,0.33,73
USC00518838,12/9/2010,1.43,74
USC00518838,12/10/2010,2.5,63
USC00518838,12/11/2010,1.5,72
USC00518838,12/13/2010,,75
USC00518838,12/14/2010,0.13,74
USC00518838,12/15/2010,0.1,72
USC00518838,12/16/2010,0.05,68
USC00518838,1/4/2011,,73
USC00518838,1/5/2011,0.15,71
USC00518838,1/6/2011,0.14,65
USC00518838,1/7/2011,0,64
USC00518838,1/10/2011,,69
USC00518838,1/11/2011,0.73,74
USC00518838,1/12/2011,1.15,66
USC00518838,1/13/2011,6.3,66
USC00518838,1/14/2011,0.7,71
USC00518838,1/18/2011,,67
USC00518838,1/19/2011,0.03,67
USC00518838,1/20/2011,0.07,72
USC00518838,1/21/2011,0,70
USC00518838,1/24/2011,,75
USC00518838,1/25/2011,0.02,73
USC00518838,1/26/2011,0.08,70
USC00518838,1/27/2011,0.03,75
USC00518838,1/28/2011,0.04,73
USC00518838,1/31/2011,,73
USC00518838,2/1/2011,0.02,73
USC00518838,2/2/2011,0,75
USC00518838,2/3/2011,0,76
USC00518838,2/4/2011,0.02,72
USC00518838,2/7/2011,,68
USC00518838,2/9/2011,,71
USC00518838,2/10/2011,0.08,69
USC00518838,2/11/2011,1,69
USC00518838,2/14/2011,,75
USC00518838,2/15/2011,0.06,73
USC00518838,2/16/2011,0.01,76
USC00518838,2/17/2011,0.09,77
USC00518838,2/18/2011,0.01,72
USC00518838,2/22/2011,,75
USC00518838,2/23/2011,0.16,76
USC00518838,2/24/2011,0.03,72
USC00518838,2/25/2011,0.01,72
USC00518838,2/28/2011,,74
USC00518838,3/1/2011,0.02,74
USC00518838,3/2/2011,0,71
USC00518838,3/3/2011,0.89,74
USC00518838,3/4/2011,1.42,73
USC00518838,3/7/2011,,70
USC00518838,3/8/2011,0.11,73
USC00518838,3/9/2011,0.66,69
USC00518838,3/10/2011,0.36,71
USC00518838,3/21/2011,,75
USC00518838,3/22/2011,0.32,73
USC00518838,3/23/2011,0.34,74
USC00518838,3/24/2011,0.39,74
USC00518838,3/29/2011,,73
USC00518838,3/30/2011,0.03,73
USC00518838,3/31/2011,0.02,75
USC00518838,4/1/2011,0.34,74
USC00518838,4/4/2011,,75
USC00518838,4/6/2011,,69
USC00518838,4/7/2011,2.4,70
USC00518838,4/8/2011,0.57,68
USC00518838,4/11/2011,,75
USC00518838,4/12/2011,0.06,74
USC00518838,4/13/2011,0.01,77
USC00518838,4/14/2011,0.08,78
USC00518838,4/15/2011,0.11,71
USC00518838,4/18/2011,,73
USC00518838,4/19/2011,0.02,75
USC00518838,4/20/2011,0.03,74
USC00518838,4/21/2011,0.19,75
USC00518838,4/25/2011,0,75
USC00518838,4/26/2011,0.1,74
USC00518838,4/27/2011,0.2,72
USC00518838,4/28/2011,0.06,75
USC00518838,4/29/2011,0.02,74
USC00518838,5/2/2011,,73
USC00518838,5/3/2011,0.53,71
USC00518838,5/4/2011,2.1,71
USC00518838,5/5/2011,0.52,72
USC00518838,5/6/2011,0.04,73
USC00518838,5/9/2011,,71
USC00518838,5/10/2011,0.35,72
USC00518838,5/11/2011,0.1,73
USC00518838,5/12/2011,0.03,75
USC00518838,5/16/2011,0,75
USC00518838,5/17/2011,0.01,77
